epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,162.188,0.93782,0.42478,0.96056,0.95667,0.99228,0.98032,0.74022,1.15183,0.43599,1.00427,0.00263,0.00263,0.00263
81,164.134,0.92437,0.4148,0.95674,0.95284,0.98883,0.97932,0.76005,1.09807,0.42282,0.98065,0.0026,0.0026,0.0026
82,166.084,0.95175,0.43561,0.97371,0.94881,0.98811,0.97626,0.76144,1.07616,0.42256,0.97194,0.00257,0.00257,0.00257
83,168.013,0.95384,0.4156,0.95975,0.95277,0.98014,0.97579,0.74795,1.09058,0.42088,0.98337,0.00254,0.00254,0.00254
84,170.053,0.92084,0.41769,0.96606,0.95174,0.98014,0.97812,0.74856,1.12159,0.42344,0.98228,0.00251,0.00251,0.00251
85,171.997,0.9429,0.42869,0.95533,0.958,0.98495,0.97835,0.74972,1.14739,0.44746,0.98767,0.00248,0.00248,0.00248
86,173.936,0.9224,0.40755,0.96486,0.95495,0.99457,0.98374,0.76879,1.08493,0.42353,0.97083,0.00245,0.00245,0.00245
87,175.88,0.91192,0.40972,0.94064,0.95641,0.98014,0.98282,0.74173,1.17444,0.44927,1.00862,0.00242,0.00242,0.00242
88,177.834,0.92023,0.40135,0.94782,0.96268,0.98014,0.979,0.77951,0.99973,0.40924,0.95354,0.00239,0.00239,0.00239
89,179.835,0.95657,0.42616,0.9536,0.95193,0.98014,0.98194,0.75832,1.15684,0.45623,1.00204,0.00236,0.00236,0.00236
90,181.804,0.95636,0.43691,0.95568,0.95186,0.98014,0.97652,0.76312,1.05891,0.43308,0.97425,0.00233,0.00233,0.00233
91,183.743,0.92944,0.41704,0.95072,0.95576,0.98014,0.97907,0.75436,1.11636,0.44312,0.97928,0.0023,0.0023,0.0023
92,185.735,0.90397,0.41504,0.96246,0.95584,0.98605,0.9792,0.74688,1.13014,0.45149,0.9855,0.00227,0.00227,0.00227
93,187.682,0.89322,0.40204,0.95378,0.95773,0.98295,0.9779,0.75265,1.10862,0.4227,0.98186,0.00224,0.00224,0.00224
94,189.815,0.90621,0.4069,0.9499,0.95638,0.98907,0.97785,0.74844,1.15089,0.41945,0.99845,0.00221,0.00221,0.00221
95,191.76,0.88773,0.38251,0.93811,0.95759,0.98495,0.98117,0.77181,1.06187,0.41076,0.96381,0.00218,0.00218,0.00218
96,193.706,0.92573,0.39914,0.95705,0.95527,0.98495,0.9824,0.75575,1.17316,0.43054,1.00104,0.00215,0.00215,0.00215
97,195.645,0.89746,0.40275,0.9504,0.95904,0.98379,0.97863,0.75997,1.09847,0.42484,0.98408,0.00212,0.00212,0.00212
98,197.594,0.89229,0.41524,0.95166,0.95328,0.98901,0.97913,0.76186,1.12546,0.4076,0.98614,0.00209,0.00209,0.00209
99,199.543,0.89363,0.3869,0.94198,0.96422,0.97767,0.98194,0.76906,1.11347,0.41295,0.98558,0.00206,0.00206,0.00206
100,201.504,0.89305,0.39195,0.9338,0.96537,0.97419,0.98204,0.75526,1.13953,0.41652,0.98524,0.00203,0.00203,0.00203
101,203.451,0.87591,0.39895,0.94613,0.95313,0.98014,0.9765,0.76064,1.08447,0.41985,0.96779,0.002,0.002,0.002
102,205.428,0.91486,0.39864,0.95088,0.95694,0.98495,0.97575,0.76236,1.08928,0.40988,0.97273,0.00197,0.00197,0.00197
103,207.374,0.90289,0.40056,0.9556,0.96048,0.98495,0.98437,0.7495,1.17094,0.42384,1.00109,0.00194,0.00194,0.00194
104,209.411,0.84392,0.38291,0.94247,0.95214,0.98918,0.98335,0.7659,1.13059,0.40477,0.99543,0.00191,0.00191,0.00191
105,211.371,0.88924,0.39417,0.94764,0.95116,0.98976,0.97965,0.75196,1.12693,0.40059,0.99239,0.00188,0.00188,0.00188
106,213.325,0.88237,0.40538,0.96835,0.95315,0.98305,0.98109,0.76631,1.10534,0.40277,0.9777,0.00185,0.00185,0.00185
107,215.273,0.87074,0.38489,0.94484,0.95457,0.98275,0.98143,0.77253,1.06163,0.39317,0.96457,0.00182,0.00182,0.00182
108,217.23,0.88342,0.39216,0.96809,0.94945,0.98976,0.97852,0.75395,1.10669,0.41576,0.98232,0.00179,0.00179,0.00179
109,219.173,0.88215,0.37806,0.94733,0.95696,0.98976,0.98122,0.77177,1.0475,0.40884,0.96404,0.00176,0.00176,0.00176
110,221.142,0.84239,0.38568,0.94165,0.95809,0.98949,0.98056,0.76809,1.09014,0.39865,0.9809,0.00173,0.00173,0.00173
111,223.074,0.88263,0.39215,0.95826,0.94515,0.97952,0.97746,0.76734,1.08449,0.41379,0.97361,0.0017,0.0017,0.0017
112,225.028,0.87721,0.38784,0.94773,0.94763,0.98876,0.98061,0.76838,1.01345,0.39293,0.96056,0.00167,0.00167,0.00167
113,226.961,0.84535,0.37722,0.94718,0.95592,0.9892,0.98034,0.76473,1.05595,0.40875,0.97575,0.00164,0.00164,0.00164
114,228.909,0.88027,0.38957,0.95484,0.95219,0.98919,0.98194,0.76239,1.09324,0.41591,0.98545,0.00161,0.00161,0.00161
115,230.936,0.88911,0.38886,0.94154,0.96521,0.97748,0.98202,0.76578,1.08867,0.40857,0.97718,0.00158,0.00158,0.00158
116,232.894,0.86243,0.37482,0.93184,0.95384,0.98014,0.98264,0.75922,1.0667,0.39383,0.96974,0.00155,0.00155,0.00155
117,234.85,0.87076,0.38834,0.93691,0.94881,0.9845,0.97993,0.75612,1.07823,0.40213,0.97377,0.00152,0.00152,0.00152
118,236.809,0.8144,0.37282,0.92893,0.95424,0.98099,0.98184,0.75129,1.10629,0.39535,0.97694,0.00149,0.00149,0.00149
