epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.04536,1.29377,1.84595,1.30877,0.37075,0.125,0.27138,0.0865,2.20294,2.64299,2.32702,0.002,0.002,0.082
2,9.21393,1.35554,1.05677,1.33729,0.09355,0.25893,0.04706,0.01235,2.83341,57.0536,4.60587,0.00405941,0.00405941,0.0630594
3,12.312,1.25679,0.9142,1.28586,0.00028,0.02679,0.00036,5e-05,4.89832,inf,25.6239,0.00607724,0.00607724,0.0440772
4,15.3936,1.23925,0.85634,1.25613,0.20622,0.54464,0.23305,0.08383,1.97475,12.3918,2.23925,0.00805349,0.00805349,0.0250535
5,18.4447,1.22051,0.79615,1.23892,0,0,0,0,5.17954,inf,38.9098,0.009604,0.009604,0.009604
6,21.4639,1.1762,0.72395,1.20716,0.00472,0.45536,0.00419,0.00159,2.9453,inf,7.51613,0.009505,0.009505,0.009505
7,24.5037,1.27746,0.7486,1.28022,0.49303,0.75893,0.55063,0.29622,1.48779,6.11251,1.59464,0.009406,0.009406,0.009406
8,27.5848,1.20407,0.72887,1.20763,0.4,0.10714,0.16339,0.04154,2.86243,52.6446,3.19275,0.009307,0.009307,0.009307
9,30.6073,1.17317,0.70089,1.21226,0.08308,0.14286,0.04285,0.00837,3.43211,4.53486,3.58921,0.009208,0.009208,0.009208
10,33.6231,1.08599,0.67159,1.16984,0.2109,0.11607,0.07625,0.01653,3.73113,4.33747,3.18769,0.009109,0.009109,0.009109
11,36.65,1.07246,0.62538,1.14427,0.51047,0.58036,0.5109,0.16384,2.38759,1.56824,1.82428,0.00901,0.00901,0.00901
12,39.7114,1.02625,0.59975,1.13606,0.87431,0.68322,0.84157,0.47107,1.39812,4.45648,1.38032,0.008911,0.008911,0.008911
13,42.7504,1.09494,0.60483,1.1477,0.91459,0.89286,0.94301,0.62213,1.17742,1.43638,1.26746,0.008812,0.008812,0.008812
14,45.7891,1.07939,0.60658,1.15341,0.13448,0.34821,0.14601,0.06089,2.65233,5.90262,2.13058,0.008713,0.008713,0.008713
15,48.7953,1.07012,0.59917,1.15687,0.69024,0.67857,0.7524,0.39654,1.50615,1.26035,1.35711,0.008614,0.008614,0.008614
16,51.8446,1.0863,0.61358,1.14847,0.97491,0.95536,0.9845,0.67115,1.14526,0.76332,1.22976,0.008515,0.008515,0.008515
17,54.9573,1.02587,0.57407,1.11188,0.87511,0.87586,0.93807,0.44713,1.7268,1.87261,1.4813,0.008416,0.008416,0.008416
18,57.9551,0.9565,0.54097,1.08542,0.93422,0.91964,0.96663,0.44729,1.88653,0.81838,1.57125,0.008317,0.008317,0.008317
19,60.9689,0.97006,0.53924,1.08176,0.97136,0.94643,0.97113,0.62002,1.26425,0.64737,1.27139,0.008218,0.008218,0.008218
20,63.9932,0.9309,0.51027,1.06468,0.81973,0.80357,0.83053,0.38858,1.76218,2.58825,1.57928,0.008119,0.008119,0.008119
21,67.0285,0.95666,0.51796,1.09584,0.99546,0.96429,0.9938,0.43141,2.01258,0.71685,1.90474,0.00802,0.00802,0.00802
22,70.059,0.95927,0.51379,1.09352,0.99693,0.98214,0.99465,0.5427,1.65148,0.57749,1.49621,0.007921,0.007921,0.007921
23,73.0903,0.92067,0.50223,1.06157,0.98665,1,0.995,0.51412,1.69157,0.62212,1.55466,0.007822,0.007822,0.007822
24,76.2014,0.90546,0.48259,1.06289,0.99391,0.99107,0.995,0.53561,1.53956,0.60878,1.4797,0.007723,0.007723,0.007723
25,79.0921,0.92897,0.50157,1.06654,0.69646,0.78571,0.77834,0.38668,1.65731,1.75828,1.54242,0.007624,0.007624,0.007624
26,81.9904,0.92453,0.50376,1.07253,0.95647,0.98099,0.99159,0.46276,1.9091,0.97859,1.73939,0.007525,0.007525,0.007525
27,84.8702,0.92996,0.49393,1.05224,0.87523,0.875,0.93689,0.43819,1.7491,1.05207,1.54485,0.007426,0.007426,0.007426
28,87.8092,0.95788,0.51992,1.10271,0.85818,0.89286,0.94648,0.57558,1.35553,0.74827,1.30183,0.007327,0.007327,0.007327
29,90.7334,0.94457,0.50565,1.08204,0.99824,0.98214,0.99482,0.61655,1.32827,0.55265,1.27912,0.007228,0.007228,0.007228
30,93.6355,0.90658,0.48859,1.04375,0.98752,0.99107,0.99482,0.6735,1.1919,0.53193,1.24228,0.007129,0.007129,0.007129
31,96.5457,0.898,0.46544,1.05187,0.98242,0.99782,0.99482,0.60296,1.40932,0.54672,1.43229,0.00703,0.00703,0.00703
32,99.4734,0.89824,0.47252,1.03819,0.98908,0.96429,0.98793,0.6151,1.2546,0.57027,1.2738,0.006931,0.006931,0.006931
33,102.365,0.8735,0.46989,1.03135,0.99066,1,0.995,0.66858,1.2479,0.48311,1.264,0.006832,0.006832,0.006832
34,105.526,0.87037,0.46267,1.03932,0.97852,0.96429,0.99213,0.6319,1.33809,0.64119,1.34091,0.006733,0.006733,0.006733
35,108.549,0.86544,0.46029,1.02738,1,0.99697,0.995,0.71197,1.05444,0.44696,1.13405,0.006634,0.006634,0.006634
36,111.613,0.86526,0.46692,1.03293,0.99797,1,0.995,0.61202,1.40492,0.54171,1.35859,0.006535,0.006535,0.006535
37,114.667,0.87788,0.45931,1.04238,1,0.99774,0.995,0.60738,1.35237,0.49859,1.30518,0.006436,0.006436,0.006436
38,117.691,0.83565,0.43861,1.02513,0.98169,1,0.995,0.64768,1.24293,0.5007,1.24516,0.006337,0.006337,0.006337
39,120.719,0.81755,0.43319,1.02066,0.95634,0.97784,0.98902,0.59676,1.37485,0.56946,1.2921,0.006238,0.006238,0.006238
40,123.741,0.847,0.43141,1.02095,0.98493,1,0.995,0.59761,1.43351,0.55335,1.37056,0.006139,0.006139,0.006139
41,126.752,0.80284,0.42562,0.99579,0.99663,1,0.995,0.59223,1.45617,0.5412,1.40408,0.00604,0.00604,0.00604
42,129.771,0.81214,0.43334,1.00225,0.99924,0.98214,0.99474,0.62639,1.31154,0.50076,1.30635,0.005941,0.005941,0.005941
43,132.794,0.82557,0.43403,1.01676,0.95985,0.91964,0.96904,0.58402,1.44523,0.62557,1.37712,0.005842,0.005842,0.005842
44,135.846,0.81993,0.42929,1.01012,0.98425,0.99107,0.99473,0.61575,1.35073,0.49859,1.35071,0.005743,0.005743,0.005743
45,138.879,0.80016,0.42353,0.99612,0.99085,0.96734,0.99405,0.59407,1.45379,0.50668,1.45339,0.005644,0.005644,0.005644
46,141.897,0.78964,0.41256,1.00289,0.98218,0.98442,0.99482,0.5934,1.46283,0.52457,1.42425,0.005545,0.005545,0.005545
47,144.945,0.79562,0.41121,0.99151,0.98837,1,0.995,0.6335,1.31261,0.46858,1.31558,0.005446,0.005446,0.005446
48,148.002,0.77941,0.40749,0.98848,0.99039,1,0.995,0.6426,1.26835,0.47965,1.28165,0.005347,0.005347,0.005347
49,151.02,0.80023,0.4158,0.99243,0.9954,0.99107,0.995,0.60067,1.44241,0.50344,1.40082,0.005248,0.005248,0.005248
50,154.061,0.77192,0.41129,0.98605,1,0.99722,0.995,0.56058,1.53161,0.56933,1.51548,0.005149,0.005149,0.005149
51,157.093,0.79798,0.41481,1.00266,0.99968,0.99107,0.995,0.63983,1.21462,0.4696,1.27119,0.00505,0.00505,0.00505
52,160.157,0.81883,0.41828,1.00277,0.98063,0.99107,0.995,0.59503,1.35076,0.54378,1.33659,0.004951,0.004951,0.004951
53,163.17,0.81458,0.41653,0.99879,0.9822,0.98564,0.99346,0.59704,1.42636,0.58212,1.3831,0.004852,0.004852,0.004852
54,166.193,0.79417,0.41411,1.00778,0.97888,0.98214,0.99357,0.57124,1.48748,0.56446,1.37678,0.004753,0.004753,0.004753
55,169.214,0.79288,0.40295,1.00535,0.99098,0.98107,0.99465,0.5796,1.43156,0.5474,1.37014,0.004654,0.004654,0.004654
